Time_Series_ID,Time_Step,Channel_0,Channel_1,Channel_2
4,25,0.63671565,0.48856464,0.6618034
4,26,0.36846396,0.5035633,0.33403644
4,27,0.64066595,0.5053207,0.6618745
4,28,0.3686738,0.49024937,0.34335452
4,29,0.62941283,0.5128299,0.64809334
4,30,0.386624,0.47744763,0.3578537
4,31,0.61308163,0.526675,0.6282982
4,32,0.40028974,0.46746182,0.38192213
4,33,0.59176815,0.52947533,0.6030537
4,34,0.4315862,0.46206993,0.4097707
4,35,0.5604822,0.54137737,0.56573725
4,36,0.4550094,0.45483992,0.4534523
4,37,0.53801006,0.5481775,0.5290569
4,38,0.49008727,0.45407575,0.4900372
4,39,0.49435005,0.54420465,0.48662314
4,40,0.5290192,0.45575398,0.53827775
4,41,0.46245876,0.5442463,0.4434432
4,42,0.56128126,0.45906526,0.57282054
4,43,0.42660245,0.5374402,0.40986353
4,44,0.59197074,0.46304867,0.6089965
4,45,0.4052174,0.53563416,0.38015485
4,46,0.6137906,0.4721565,0.63442516
4,47,0.37467623,0.5193208,0.35610896
5,0,0.45445654,0.48894155,0.45150748
5,1,0.53957397,0.507176,0.5477654
5,2,0.47621676,0.48930472,0.45383763
5,3,0.52844644,0.5115561,0.53190273
5,4,0.48251376,0.48809713,0.4695608
5,5,0.5245871,0.51604444,0.52395904
5,6,0.47990724,0.48198834,0.47360274
5,7,0.5194254,0.5129258,0.5192723
5,8,0.48835188,0.48405,0.48466808
5,9,0.51489824,0.5188092,0.5066069
5,10,0.49388283,0.48055685,0.49617386
5,11,0.502804,0.5178737,0.49375924
5,12,0.50857085,0.481648,0.51193976
5,13,0.49221376,0.5199455,0.47901455
5,14,0.51895607,0.48262486,0.5258744
5,15,0.48053917,0.5142054,0.4669966
5,16,0.52492964,0.48578584,0.5333122
5,17,0.48156112,0.51566714,0.46246824
5,18,0.5309924,0.48841166,0.541014
5,19,0.47070527,0.50751644,0.45489788
5,20,0.53639376,0.4951713,0.54273427
5,21,0.46936786,0.50548387,0.4542264
5,22,0.539087,0.49613857,0.54607224
5,23,0.46733594,0.5027553,0.45160574
5,24,0.5345748,0.49851206,0.54220474
5,25,0.47570184,0.5010334,0.46106818
5,26,0.5314176,0.5027403,0.5330026
5,27,0.4758466,0.4938409,0.46640316
5,28,0.526702,0.5070524,0.52662265
5,29,0.48141232,0.49209547,0.47504964
5,30,0.5275001,0.50982434,0.52230895
5,31,0.4811853,0.48840296,0.47686747
5,32,0.52017194,0.512397,0.5142379
5,33,0.49159196,0.4865165,0.49023265
5,34,0.51178265,0.5144024,0.5003252
5,35,0.49921975,0.48298606,0.5020868
5,36,0.50593734,0.5163751,0.49064147
5,37,0.50469214,0.4845094,0.50979125
5,38,0.49781105,0.51170135,0.4837115
5,39,0.5120823,0.48798257,0.51639295
5,40,0.49115586,0.509894,0.4763574
5,41,0.5198541,0.49050066,0.52473384
5,42,0.4806724,0.50756556,0.4642376
5,43,0.5273858,0.49015737,0.5371691
5,44,0.476793,0.5066469,0.45778504
5,45,0.53227985,0.49550885,0.54062426
5,46,0.46944687,0.4997268,0.45318052
5,47,0.53543955,0.49989036,0.5425069
6,0,0.34077236,0.61954856,0.30103973
6,1,0.6200814,0.3661207,0.67431694
6,2,0.39949855,0.6344329,0.32406557
6,3,0.57711595,0.3739536,0.6504336
6,4,0.4668759,0.60698867,0.38091192
6,5,0.5025827,0.41160467,0.59835607
6,6,0.5453311,0.5727833,0.43651718
6,7,0.42483756,0.44910914,0.52675116
6,8,0.6169632,0.5350944,0.5085344
6,9,0.3602425,0.49133042,0.4590755
6,10,0.6801483,0.48361573,0.57066435
6,11,0.298101,0.53624296,0.38838825
6,12,0.7293516,0.43683988,0.6440924
6,13,0.25914264,0.58557254,0.33183324
6,14,0.75697005,0.40004134,0.68079495
6,15,0.24450584,0.61395514,0.30215672
6,16,0.7594629,0.36558992,0.70882756
6,17,0.24750191,0.63987446,0.27734354
6,18,0.7414619,0.34787074,0.7264601
6,19,0.26212725,0.6518995,0.26882318
6,20,0.72963464,0.3448423,0.7247581
6,21,0.28869525,0.6514176,0.27666992
6,22,0.6953736,0.34628183,0.7125969
6,23,0.32787952,0.65282106,0.2892167
6,24,0.64643455,0.35303265,0.6969304
6,25,0.3816882,0.64253867,0.3180597
6,26,0.6053935,0.36915788,0.66922027
6,27,0.42456466,0.6227818,0.35101828
6,28,0.5425844,0.39388454,0.6313455
6,29,0.49017408,0.5946169,0.39976043
6,30,0.47365114,0.42108747,0.57494473
6,31,0.5612212,0.5655383,0.4575206
6,32,0.40444922,0.46783286,0.501166
6,33,0.6328272,0.51685417,0.5262702
6,34,0.34256586,0.5210556,0.43539143
6,35,0.69303215,0.463783,0.6032813
6,36,0.28034398,0.5662689,0.3572204
6,37,0.739507,0.42907903,0.6608541
6,38,0.24749345,0.5912309,0.3169885
6,39,0.75812674,0.38547677,0.69792026
6,40,0.24449128,0.63464105,0.286119
6,41,0.752152,0.36115667,0.72199607
6,42,0.2597152,0.64536387,0.2767007
6,43,0.7351051,0.34955493,0.7247023
6,44,0.28261557,0.6472832,0.27835533
6,45,0.70792425,0.34975886,0.7158776
6,46,0.30655864,0.64208156,0.28293994
6,47,0.67372775,0.35329783,0.7077668
7,0,0.24321133,0.6477277,0.26853788
7,1,0.7456,0.34553647,0.7182471
7,2,0.25646824,0.6547621,0.27149147
7,3,0.70971626,0.34712744,0.72528476
7,4,0.30995494,0.64365447,0.2831212
7,5,0.66941935,0.35608482,0.70756066
7,6,0.34427726,0.63575315,0.29908973
7,7,0.63581127,0.3682943,0.6870725
7,8,0.38143456,0.62083024,0.32163376
7,9,0.5876303,0.38378,0.6604941
7,10,0.43843877,0.6051501,0.3540734
7,11,0.53055346,0.40290812,0.61685413
7,12,0.51012427,0.5786921,0.4140459
7,13,0.452944,0.44242314,0.55065113
7,14,0.5895709,0.53390545,0.4901309
7,15,0.3763017,0.48862895,0.4732846
7,16,0.6619003,0.4910229,0.5601252
7,17,0.30713528,0.53920513,0.38917914
7,18,0.7229359,0.43990585,0.63166356
7,19,0.26004165,0.57708836,0.3359403
7,20,0.75736964,0.40402177,0.68273425
7,21,0.24100907,0.61573464,0.29662493
7,22,0.7592911,0.3695503,0.7127327
7,23,0.23868021,0.6385625,0.2802793
7,24,0.7593664,0.34882033,0.72648287
7,25,0.2507585,0.6486385,0.26483414
7,26,0.7292061,0.34410897,0.7315934
7,27,0.27595982,0.64867437,0.26736107
7,28,0.71057314,0.3445564,0.72442406
7,29,0.31292635,0.6519141,0.28142983
7,30,0.6662055,0.34904215,0.7090844
7,31,0.35882163,0.64381826,0.29522806
7,32,0.6229181,0.36662462,0.6872089
7,33,0.412132,0.6248878,0.33480427
7,34,0.5675015,0.39046785,0.6426846
7,35,0.46668807,0.5924029,0.3854501
7,36,0.5035365,0.4268579,0.5970124
7,37,0.53801835,0.55406153,0.4420012
7,38,0.42863625,0.46393698,0.52787066
7,39,0.61183983,0.5230333,0.50387603
7,40,0.34920156,0.51555014,0.44073445
7,41,0.6875352,0.4678612,0.59370786
7,42,0.29650435,0.56408775,0.3767554
7,43,0.7244984,0.41856083,0.6519351
7,44,0.25762194,0.6058668,0.3229835
7,45,0.75143176,0.3884496,0.69023377
7,46,0.24693415,0.6278229,0.29266375
7,47,0.7524474,0.36468744,0.7130489
8,0,0.52323806,0.51597524,0.5547761
8,1,0.48761225,0.47219327,0.4645812
8,2,0.51668566,0.531161,0.5060207
8,3,0.5102308,0.47193858,0.49773592
8,4,0.49423838,0.53316575,0.48625264
8,5,0.5216681,0.46286,0.52745473
8,6,0.47759154,0.53774446,0.4532601
8,7,0.542441,0.46372545,0.5549812
8,8,0.4527387,0.53256285,0.4209719
8,9,0.56580776,0.46659234,0.59017646
8,10,0.4312868,0.5280488,0.39269716
8,11,0.5861735,0.47260156,0.6135452
8,12,0.42013216,0.5242908,0.37770706
8,13,0.5941866,0.4760756,0.6245619
8,14,0.4122646,0.513804,0.37037355
8,15,0.60171014,0.49190775,0.6265261
8,16,0.41016138,0.50096256,0.37364128
8,17,0.59312105,0.49722055,0.62162185
8,18,0.42182943,0.49589285,0.37859252
8,19,0.58571434,0.50524306,0.6132144
8,20,0.4268962,0.48458543,0.39903167
8,21,0.5742602,0.52108866,0.58770216
8,22,0.44074324,0.4729035,0.419561
8,23,0.55780846,0.5252202,0.5680254
8,24,0.45485446,0.4717944,0.43920624
8,25,0.54047674,0.5300327,0.54581594
8,26,0.4765856,0.46706244,0.46441513
8,27,0.51698256,0.5343564,0.516554
8,28,0.49819458,0.46171397,0.5017187
8,29,0.49804112,0.54379916,0.4815858
8,30,0.52113265,0.46015978,0.5334192
8,31,0.46859178,0.5343688,0.45237342
8,32,0.54959786,0.46748647,0.5618269
8,33,0.44762984,0.5336656,0.42568982
8,34,0.569286,0.46991748,0.5850409
8,35,0.42458108,0.5288877,0.4021375
8,36,0.5857992,0.4718567,0.6084604
8,37,0.41842017,0.52882797,0.38465774
8,38,0.5957106,0.4784943,0.6216216
8,39,0.4012874,0.5162714,0.3712815
8,40,0.6096202,0.48999748,0.6305766
8,41,0.39786598,0.5040982,0.37183025
8,42,0.6072359,0.49954933,0.6233434
8,43,0.39992455,0.49434677,0.37916198
8,44,0.60301083,0.5062438,0.6176385
8,45,0.40899852,0.4882549,0.38895687
8,46,0.5912657,0.51614046,0.59887606
8,47,0.42314723,0.47798967,0.40847924
9,0,0.61966074,0.5351818,0.64345634
9,1,0.4070512,0.46101668,0.36630958
9,2,0.55356115,0.514588,0.6083539
9,3,0.50401723,0.5122048,0.39973095
9,4,0.46418643,0.48579392,0.57451445
9,5,0.58262664,0.5304155,0.443164
9,6,0.38746184,0.46206087,0.5297781
9,7,0.6556802,0.56094646,0.4885099
9,8,0.3132974,0.43069816,0.48906687
9,9,0.712889,0.57583994,0.52775246
9,10,0.26575503,0.4129098,0.44958746
9,11,0.7519939,0.59427404,0.5683581
9,12,0.23243427,0.39894232,0.4194542
9,13,0.7767226,0.6004883,0.5921266
9,14,0.219725,0.39688134,0.3863776
9,15,0.78255033,0.6022603,0.6269688
9,16,0.21576385,0.3933192,0.36708978
9,17,0.7818314,0.60005426,0.6414736
9,18,0.22683813,0.39957947,0.34862053
9,19,0.7557188,0.5893582,0.6587894
9,20,0.2566305,0.41480196,0.34185913
9,21,0.7177497,0.5791232,0.6508379
9,22,0.3028692,0.4247487,0.35970035
9,23,0.6617533,0.5585496,0.6407997
9,24,0.3710441,0.44871575,0.37080616
9,25,0.5936323,0.5342482,0.6230125
9,26,0.45248383,0.47532943,0.39888158
9,27,0.5162229,0.50265867,0.5983095
9,28,0.5460691,0.5109159,0.4312807
9,29,0.42951965,0.47117493,0.5571268
9,30,0.6130095,0.5328865,0.47807783
9,31,0.35521504,0.4545329,0.5134533
9,32,0.6826093,0.5605707,0.5111054
9,33,0.29083273,0.42436492,0.47702286
9,34,0.73120815,0.579097,0.54907715
9,35,0.25088456,0.4106202,0.44338816
9,36,0.76102024,0.5946974,0.5787939
9,37,0.22826327,0.4026229,0.4092527
9,38,0.77404726,0.59203213,0.6098428
9,39,0.22002627,0.4049423,0.3854885
9,40,0.7801179,0.6003812,0.62631094
9,41,0.21998447,0.40107995,0.36886108
9,42,0.7667016,0.5951448,0.64034384
9,43,0.23961963,0.41048607,0.35587665
9,44,0.7412849,0.5845023,0.6472416
9,45,0.278673,0.421589,0.34744224
9,46,0.6939175,0.5659626,0.64812183
9,47,0.32931933,0.44154826,0.35552633
10,0,0.28107354,0.44852006,0.35309333
10,1,0.7027264,0.5539063,0.64481676
10,2,0.31844822,0.45799735,0.3585214
10,3,0.63966894,0.5174277,0.64741653
10,4,0.41430455,0.49422818,0.36722842
10,5,0.5355903,0.48619494,0.6333952
10,6,0.5087609,0.5216759,0.39308882
10,7,0.44876242,0.46298742,0.60009956
10,8,0.59652483,0.5393868,0.4363241
10,9,0.3681269,0.44100094,0.5518067
10,10,0.6709153,0.5640008,0.47976178
10,11,0.30001014,0.42756343,0.5088096
10,12,0.7262339,0.5790404,0.5149053
10,13,0.25069475,0.42331925,0.46980947
10,14,0.7697391,0.56949174,0.5604815
10,15,0.21976648,0.42446095,0.4318341
10,16,0.79185706,0.59217334,0.5778271
10,17,0.19704382,0.4114219,0.4087007
10,18,0.79875803,0.58157575,0.6105958
10,19,0.19989927,0.42259386,0.3806374
10,20,0.79282117,0.58180285,0.6278165
10,21,0.21186294,0.42067447,0.3649354
10,22,0.7725646,0.56698555,0.6447275
10,23,0.23964998,0.43798822,0.3533489
10,24,0.742634,0.5598236,0.65280265
10,25,0.28633934,0.44793472,0.3481128
10,26,0.6826872,0.5439964,0.6432787
10,27,0.35793763,0.47672394,0.35396576
10,28,0.60791296,0.52119094,0.6298466
10,29,0.4461814,0.49476278,0.3790311
10,30,0.52084404,0.48763934,0.60544646
10,31,0.52721286,0.53785056,0.40515947
10,32,0.42618337,0.45690665,0.56963885
10,33,0.6283101,0.56318146,0.44077492
10,34,0.33902526,0.435059,0.53672415
10,35,0.69294494,0.5807233,0.48435047
10,36,0.28804427,0.42259926,0.49705303
10,37,0.74832004,0.58373564,0.52173764
10,38,0.23791762,0.42236823,0.45356095
10,39,0.7817958,0.5858167,0.56245905
10,40,0.20997904,0.406238,0.4168554
10,41,0.7989834,0.5881965,0.5992733
10,42,0.20381485,0.40142664,0.39139727
10,43,0.79481876,0.59145606,0.619008
10,44,0.20989107,0.4063787,0.37706292
10,45,0.78185105,0.58520865,0.63286585
10,46,0.22943881,0.41762966,0.36407644
10,47,0.7530397,0.56436795,0.6472605
11,0,0.44357687,0.4675792,0.5374785
11,1,0.589603,0.53650475,0.5065843
11,2,0.3620736,0.49955556,0.4593607
11,3,0.67574483,0.47846973,0.5727015
11,4,0.2961649,0.55466235,0.3869567
11,5,0.7263705,0.43992954,0.6413064
11,6,0.26278824,0.59233534,0.33565935
11,7,0.7492048,0.3884818,0.6814176
11,8,0.24555056,0.6345444,0.29619014
11,9,0.7560933,0.36755598,0.71476406
11,10,0.24370888,0.634067,0.27610135
11,11,0.74683243,0.35771292,0.7246125
11,12,0.26234016,0.6442052,0.27547616
11,13,0.7245384,0.35196325,0.72454935
11,14,0.2859102,0.63985157,0.27331585
11,15,0.6946578,0.35338488,0.71566206
11,16,0.31432334,0.6385344,0.28660327
11,17,0.65808994,0.35859782,0.70037454
11,18,0.36043003,0.6314943,0.307475
11,19,0.6140259,0.3738324,0.6746681
11,20,0.41234004,0.6159404,0.34308353
11,21,0.5579338,0.39755467,0.6329243
11,22,0.48056775,0.5914498,0.38685405
11,23,0.48871318,0.42369446,0.58040583
11,24,0.55208206,0.5599576,0.44787914
11,25,0.4198095,0.46061793,0.516114
11,26,0.62324244,0.5054675,0.52226424
11,27,0.33883804,0.51026565,0.44017246
11,28,0.6953345,0.46432137,0.5934983
11,29,0.283091,0.560152,0.36653802
11,30,0.73872745,0.4159319,0.65469915
11,31,0.25151476,0.6005359,0.31809795
11,32,0.76030606,0.3790306,0.6968122
11,33,0.24182457,0.6302652,0.28118473
11,34,0.7495672,0.35532394,0.72312593
11,35,0.24832267,0.6470771,0.2671894
11,36,0.7502853,0.3494393,0.7290808
11,37,0.26283178,0.64619046,0.26854563
11,38,0.71896994,0.35301256,0.7196491
11,39,0.2987679,0.6449611,0.2824308
11,40,0.6887438,0.3487774,0.7143194
11,41,0.33205774,0.64096916,0.29359835
11,42,0.64682484,0.36829966,0.6982036
11,43,0.37889904,0.62406266,0.3140427
11,44,0.60195297,0.3820231,0.67466164
11,45,0.4357681,0.6129937,0.34832048
11,46,0.5368198,0.3960592,0.6253452
11,47,0.49840626,0.5881379,0.39460027
12,0,0.42951182,0.59239405,0.35656393
12,1,0.5177157,0.40874928,0.6073774
12,2,0.52304804,0.5808021,0.40930438
12,3,0.4490057,0.4364889,0.5499437
12,4,0.59389645,0.54222417,0.48601335
12,5,0.37419647,0.47775,0.4826166
12,6,0.67053854,0.4982164,0.549689
12,7,0.30583104,0.52090776,0.39992037
12,8,0.7215074,0.4502444,0.630026
12,9,0.26633742,0.58078617,0.34077868
12,10,0.74896586,0.4013013,0.675386
12,11,0.25091523,0.61094517,0.30755115
12,12,0.75866383,0.37732866,0.70076543
12,13,0.24597077,0.6319558,0.287145
12,14,0.7514071,0.35702002,0.717472
12,15,0.25325948,0.645506,0.2775559
12,16,0.7394899,0.34208974,0.7258427
12,17,0.27536002,0.6506098,0.27237612
12,18,0.7015028,0.34450644,0.72140336
12,19,0.31579807,0.6473114,0.28349334
12,20,0.6621477,0.35281855,0.70309484
12,21,0.363716,0.64098245,0.30725986
12,22,0.61788833,0.3664529,0.67768717
12,23,0.41370723,0.6287893,0.33087912
12,24,0.5593686,0.3879069,0.6440772
12,25,0.47698942,0.6016961,0.38127133
12,26,0.49458694,0.41824538,0.58759767
12,27,0.5471715,0.5656274,0.44645494
12,28,0.41801575,0.45795375,0.51698464
12,29,0.6187583,0.523038,0.5120959
12,30,0.3508916,0.5082947,0.45132256
12,31,0.68317705,0.47205323,0.58282554
12,32,0.28831756,0.5589011,0.37291977
12,33,0.7355566,0.42915514,0.65338904
12,34,0.25721806,0.5945497,0.32609284
12,35,0.7455166,0.39066735,0.6900293
12,36,0.24723889,0.6283858,0.29325932
12,37,0.75508106,0.37133777,0.7120471
12,38,0.25266862,0.6366612,0.27852708
12,39,0.74587893,0.35753995,0.721606
12,40,0.26848137,0.64727014,0.2763368
12,41,0.7166785,0.3520362,0.7198454
12,42,0.2994625,0.640174,0.2786234
12,43,0.6775157,0.35265154,0.7126228
12,44,0.33888456,0.6421431,0.29843754
12,45,0.64220405,0.36006528,0.6862663
12,46,0.3793886,0.63237774,0.31941134
12,47,0.60062915,0.37694907,0.66212654
13,0,0.7743094,0.57914585,0.62842476
13,1,0.21195225,0.40751302,0.3671476
13,2,0.7767376,0.59519875,0.6473247
13,3,0.23280467,0.41380146,0.35140097
13,4,0.7505898,0.5799183,0.6553685
13,5,0.2639125,0.4227201,0.34406027
13,6,0.7112517,0.5657681,0.6536152
13,7,0.31019607,0.44189316,0.3512619
13,8,0.65630156,0.54328513,0.6426025
13,9,0.3809575,0.4639929,0.36089945
13,10,0.58928096,0.5259292,0.6177309
13,11,0.4506651,0.4875432,0.39215204
13,12,0.51071656,0.50157964,0.5855862
